created_on,content
2020-12-07T15:15:51.597Z,socialjustice shs i am shocked to see that there was a film back in the day showing a women would rather kill herself than get raped by a black man implying black men are rapist absurd
2022-04-04T23:48:58.991Z,lesbian fanatic she may represent a segment of the gay lesbian group but that it
2022-03-19T06:37:32.245Z,begone racists anti semites and homophobes we white people want more inclusion and wonderful black and brown people in our countries
2021-05-26T13:10:58.920Z,i am black with all white freinds taco man
2021-01-23T15:04:43.513Z,conservative goddess laura ingraham warns we are creating a whole new generation of entitlement minded illegal immigrants because we are not enforcing the rule of law across the board gabfam speakfreely chat gop americans trump
2022-01-27T04:05:30.346Z,looks like the socialist theresa may is toast tory conservative elect a leader with a backbone a brexiterr not a europhile remoaner a right wing conservative not a bloody socialist pc sjw multicult obsessed dhimmi moslem loving immigrant arse licking cultural marxist pushing traitor
2022-02-10T04:45:19.095Z,i am not disagreeing with your version but do not you think that backing off of jewz mudslimes looks awfully suspicious in light of what going on today i do
2020-06-30T00:22:49.139Z,the show was written by queers for queers they used props
2020-12-14T03:48:47.343Z,blacklivesmatter desperate to create their rfid chip black slave new world order where they will ban cash and pay blacks with food only jews tell them they are the future just help us get rid of white people
2021-11-19T18:56:26.668Z,he managed to articulate what for me has been only knowable but inexpressible at least through words words my constant struggle about what it like to grow up within the ex yugo context in my case st generation immigrant to macedonian parents
2021-08-24T16:22:14.538Z,purple commie zhid from russia has arthritis and mental disability so to kick someone he needs lots of calcium and zoloft
2022-03-18T06:37:25.621Z,reported for targeted harassment
2020-10-05T08:58:58.667Z,you are a muzzie right lolzy
2021-12-09T23:17:46.182Z,i would not want to reuse that water after coon night like swimming in a septic tank you know when animals get scared they void themselves and niggers are afraid of water probably the first real bath most of the knuckledraggers have had in their life
2021-11-28T20:30:17.779Z,dublin will mirror londonistan moslem rape gangs drug trafficking acid attacks black criminals gangs with horrendous gun exchanges rd worlders sucking social housing welfare dry not working future under this immigrant ireland plan the death of ireland our shared celtic heritage my ancestors ni ireland death of the irish
2021-03-27T13:30:04.787Z,the alt right is e celeb faggots and about fanboys the rest of the movement is actually just people that are fed up with anything establishment we should be declaring ourselves the alt establishment but we are lazy and not centralized and varied thus unpredictable uncontrollable
2021-11-19T08:00:53.172Z,real voice muslims world after bhutto is pmik imran khan voice of kashmir
2020-05-06T22:30:26.663Z,did you see this fyi women like men that are confident in being men real women do not marry or date beta males do they i salute realmen who are alphamales all over the world raising young boys to become respectablemen that what i do every day realtalk
2020-05-17T21:16:25.665Z,when the beaner army rushes the border will trump have the stomach to order troops to fire on them
2020-10-22T15:30:21.588Z,probably a few more muzzie refugees would have settled in america with hillary but all in all us judges are stopping all the anti immigration policies of trump
2021-01-29T01:03:45.212Z,what sucks about connecticut is that even with a bachelor degree i can not seem to find work and in this state they will only hire you if you are a special minority refugee or an illegal immigrant the democrats have ran out all the high paying jobs
2021-04-26T17:07:14.267Z,you are not white you filthy perfidious kike rat
2020-06-23T10:32:59.527Z,i really wasted a whole year with a dumb hoe
2020-07-30T10:50:22.922Z,self defense your shit the police officials in white shirt sitting in their air con office are the one to blame they trained up the police to dehumanize hk citizens they allowed the police to ignore the police general orders and use excessive violence to get things done
2020-07-18T19:29:31.890Z,en zo is dar die taqqiya moslim moet gewoon oprottn naar marokko
2020-09-20T07:34:33.045Z,got a couple more companies you can boycott this christmas season first one is ford they have got several ads out featuring blip length shots of white men w other than white women this is becoming the norm too you defile the white man that will drive our women into their hands wn
2020-07-30T23:36:40.542Z,it okay to be white it okay to be black it okay to be asian it okay to be a woman it okay to be a man it okay to be gay it okay to be straight you all taste the same
2022-02-19T12:39:34.807Z,funny because seems to be the preferred age of sexual partners for you faux christian nazis
2021-03-04T07:40:26.741Z,i am glad he arrested but i am also worried due to the massive moslem growth in jails it like placing him in the center of their headquarters
2021-02-04T01:41:56.841Z,ludicrous great grandchildren of refugees are artificially and purposefully kept in refugee camps like all other refugee descendants they should be considered resettled where they are
2021-05-17T05:25:13.075Z,okay gabfam we did not get what we wanted let burn this bitch down oh wait that what the other side does
2022-04-13T17:24:43.284Z,preachers preach to women to control the men this is the way the devil operates and he is running your church
2021-07-11T02:02:20.534Z,apparently we are at the ghetto tgifridays all that missing is some pimps ho every other stereotype is here though
2020-07-24T14:50:25.573Z,i have always considered that nigger one of the many anti christ saying name of jesus to do the work of the devil
2021-01-21T11:56:55.066Z,cut to a st louis astrophysicist trying to cut the black hole into slices
2021-06-10T07:59:50.332Z,do not know as long as we kept it strictly to drowning nigger babies
2021-09-27T16:31:31.134Z,now he comes aaron judge certainly one of the hotter yankees michael kay no homo
2020-05-19T08:17:10.325Z,i don t think he a sociopath i think he just a retard
2021-05-01T06:57:11.351Z,watching anime with my sister noticed the school setting is really fancy and everything is nice me you know why everything is so good there are no blacks her dies laughing you are so racist
2021-07-01T09:28:56.005Z,don t be an ass kissing bitch bitch
2022-01-05T07:33:44.360Z,i do not like how the faget usa that stole my chileans trillions die in one week planet and inventions trying to kill me uses faget ass police to harass everyone to make they r whole country a murderous asshole faggot your country can go f its face
2022-01-02T09:52:44.330Z,rue is the ghetto
2021-11-13T21:49:51.228Z,bunch of dirty fucking nigger lovers and men with tits
2021-06-12T04:52:29.951Z,people are getting pissed about the evil muzrat cult and gov t complicity
2020-12-15T13:03:24.281Z,i d kill all the niggers aii lmao good luck with that
2022-03-05T13:26:45.386Z,what does everyone think about tommyrobinson being moved to a majority muslim prison
2021-10-26T03:34:10.994Z,no one spouts hate against immigrants idiot
2020-09-09T09:17:33.448Z,pay attention to the muslims the blacks are waking up
2022-03-24T03:53:28.816Z,impossible trudeau bringing in over million immigrants liberal voters by next election
